Trial_Id,Acronym,Sponsor,Hospital,Ciudad
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital Universitario Virgen Macarena,Sevilla
0,TROPION-LUNG01,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
908,ZEAL-1L,Glaxosmithkline,Hospital Universitario La Paz,Madrid
620,TAK-788-3001,"Millennium Pharmaceuticals, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
172,XL184-021,Exelixis,Hospital Universitario de Canarias,San Cristóbal de La Laguna
887,DUART,Astrazeneca,Hospital Universitario Virgen del Rocio,Sevilla
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario Virgen Macarena,Sevilla
172,XL184-021,Exelixis,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
1019,ACROPOLI,Solti Breast Cancer Research Group,Hospital Universitario Fundacion Jimenez Diaz,Madrid
665,M19-611,Abbvie,Hospital Universitario Fundacion Jimenez Diaz,Madrid
172,XL184-021,Exelixis,Hospital Universitario Regional de Malaga,Málaga
0,MERMAID-2,Astrazeneca,Hospital Son Llatzer,Palma
532,MK-7902-008/E7080-G000-316/LEAP-008,Merck Sharp & Dohme Corp.,Hospital Clinico Universitario de Valencia,València
50,STARTRK-2,Hoffmann-La Roche,Hospital Universitario Ramon Y Cajal,Madrid
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
175,B-FAST,Hoffmann-La Roche,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario Regional de Malaga,Málaga
1017,APOLO,Grupo Español De Cáncer De Pulmón,Hospital Universitario Infanta Leonor,Madrid
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Consorcio Hospital General Universitario de Valencia,València
892,PERLA,Glaxosmithkline,Hospital Universitario de Jaen,Jaén
76,GARNET,"Tesaro, Inc.",Hospital Universitario Regional de Malaga,Málaga
296,LAURA,Astrazeneca,Hospital Universitario Virgen Macarena,Sevilla
1019,ACROPOLI,Solti Breast Cancer Research Group,Hospital Clinic de Barcelona,Barcelona
315,MK-4830-001,Merck Sharp & Dohme Corp.,Hospital Universitario Hm Sanchinarro,Madrid
0,SKYSCRAPER-06,Hoffmann-La Roche,Complexo Hospitalario Universitario A Coruña,A Coruña
665,M19-611,Abbvie,Hospital Universitario Hm Sanchinarro,Madrid
765,CARMEN-LC04,Sanofi,Hospital de Sabadell - Parc Taulí,Sabadell
269,C2321001,Pfizer,Fundacion Onkologikoa Fundazioa,Donostia-San Sebastián
172,XL184-021,Exelixis,ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta,Girona
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Clinica Universidad de Navarra,Pamplona
0,RAGNAR,Janssen,Hospital Universitari Vall D'Hebron,Barcelona
740,BP41628,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
698,ABC-lung,European Thoracic Oncology Platform,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
0,COMPEL,Astrazeneca,Hospital General Universitario de Alicante,Alicante
0,STARTRK-2,Hoffmann-La Roche,Hospital Universitario de La Princesa,Madrid
345,TACTI-002,Immutep S.A.S.,Hospital Universitario Regional de Malaga,Málaga
0,IMbrella A,Hoffmann-La Roche,Hospital General Universitario Gregorio Marañon,Madrid
302,D7980C00001,Medimmune Llc,Hospital Universitario Regional de Malaga,Málaga
454,PACIFIC-4,Astrazeneca,Hospital Universitario de Badajoz,Badajoz
801,MARIPOSA,Janssen,Hospital Universitari Vall D'Hebron,Barcelona
916,Neo-DIANA,Grupo Español De Cáncer De Pulmón,Hospital Universitario Regional de Malaga,Málaga
620,TAK-788-3001,"Millennium Pharmaceuticals, Inc.",Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
908,ZEAL-1L,Glaxosmithkline,Hospital de La Santa Creu i Sant Pau,Barcelona
1867,PM14-A-002-20,Pharmamar,Hospital Universitario Virgen del Rocio,Sevilla
175,B-FAST,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
19,SUMMIT,"Puma Biotechnology, Inc.",Hospital Clinic de Barcelona,Barcelona
583,20201,Bayer,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
824,PAPILLON,Janssen,Hospital Universitario de Burgos - Complejo Asistencial Univer. de Burgos,Burgos
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Instituto Oncológico Rosell,Barcelona
811,D9950C00001,Astrazeneca,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
345,TACTI-002,Immutep S.A.S.,Complexo Hospitalario Universitario de Lugo,Lugo
0,STARTRK-2,Hoffmann-La Roche,Hospital Universitario Ramon Y Cajal,Madrid
671,LIBRETTO-431,"Loxo Oncology, Inc.",Hospital Universitario Virgen del Rocio,Sevilla
1865,ACT16849,Sanofi,Hospital Universitario 12 de Octubre,Madrid
1035,GCT1042-01,Genmab,Clinica Universidad de Navarra,Pamplona
485,M19-037,Abbvie,Hospital Universitario Hm Sanchinarro,Madrid
801,MARIPOSA,Janssen,Hospital Universitario 12 de Octubre,Madrid
169,BGB-290-103,Beigene,Hospital Universitari Vall D'Hebron,Barcelona
842,TAPISTRY,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
0,MARIPOSA-2,Janssen,Complexo Hospitalario Universitario A Coruña,A Coruña
739,CodeBreak-200,Amgen,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
0,IMbrella A,Hoffmann-La Roche,Hospital Universitario de Torrejon,Torrejón de Ardoz
865,TROPION-Lung05,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
793,CONTACT-01,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
781,1438-0001,Boehringer Ingelheim,Hospital Universitari Vall D'Hebron,Barcelona
671,LIBRETTO-431,"Loxo Oncology, Inc.",Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
1035,GCT1042-01,Genmab,Hospital Universitario Hm Sanchinarro,Madrid
497,PHAROS,Pfizer,Hospital Universitario Virgen del Rocio,Sevilla
111,MCLA-128-CL01,Merus N.V.,Clinica Universidad de Navarra,Pamplona
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital Universitario 12 de Octubre,Madrid
0,B-FAST,Hoffmann-La Roche,Hospital Clinico Universitario de Valencia,València
0,TROPION-Lung05,Astrazeneca,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
801,MARIPOSA,Janssen,Hospital Universitario de Burgos - Complejo Asistencial Univer. de Burgos,Burgos
1009,COSTAR Lung,Glaxosmithkline,Hospital Universitari Vall D'Hebron,Barcelona
467,CC-90011-SCLC-001,Celgene,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
172,XL184-021,Exelixis,Hospital General Universitario de Elche,Elche
915,NADIM-ADJUVANT,Grupo Español De Cáncer De Pulmón,Hospital de La Santa Creu i Sant Pau,Barcelona
423,SAVANNAH,Astrazeneca,Hospital Universitario La Paz,Madrid
437,AEGEAN,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
0,TROPION-Lung05,Astrazeneca,Hospital Clinic de Barcelona,Barcelona
953,1801,Actuate Therapeutics Inc.,Hospital Clinico Universitario de Valencia,València
665,M19-611,Abbvie,Hospital Universitario Hm Sanchinarro,Madrid
1014,MK-7684A-002,Merck Sharp & Dohme Corp.,Hospital Universitario Virgen de Valme,Sevilla
865,TROPION-Lung05,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
1010,RELATIVITY,Bristol-Myers Squibb,Hospital Universitario Virgen del Rocio,Sevilla
0,CHRYSALIS,Janssen,Hospital de La Santa Creu i Sant Pau,Barcelona
92,GO30103,,Hospital Universitari Vall D'Hebron,Barcelona
0,HUDSON,Astrazeneca,Hospital Universitario Virgen Macarena,Sevilla
377,NP40435,Hoffmann-La Roche,Hospital Universitario Ramon Y Cajal,Madrid
1013,KRYSTAL-12,Mirati Therapeutics Inc.,Hospital Universitari Son Espases,Palma
1019,ACROPOLI,Solti Breast Cancer Research Group,Hospital de Leon - Complejo Asistencial Universitario de Leon,León
588,CR108656,Janssen,Hospital General Universitario Gregorio Marañon,Madrid
1574,GCT1046-04,Genmab,Hospital Universitario Fundacion Jimenez Diaz,Madrid
1019,ACROPOLI,Solti Breast Cancer Research Group,Instituto Oncológico Rosell,Barcelona
172,XL184-021,Exelixis,Hospital Universitario Central de Asturias,Oviedo
865,TROPION-Lung05,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
494,SAPPHIRE,Mirati Therapeutics Inc.,Hospital Universitario Y Politecnico La Fe,València
1574,GCT1046-04,Genmab,Hospital Universitari Vall D'Hebron,Barcelona
0,MAGELLAN,Astrazeneca,Hospital de La Santa Creu i Sant Pau,Barcelona
210,GO39733,"Genentech, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
423,SAVANNAH,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
0,IMbrella A,Hoffmann-La Roche,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
1112,MK-3475-B99/ KEYNOTE-B99,Merck Sharp & Dohme Corp.,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
1574,GCT1046-04,Genmab,Clinica Universidad de Navarra,Pamplona
0,CHRYSALIS,Janssen,Complexo Hospitalario Universitario A Coruña,A Coruña
168,IMbrella A,Hoffmann-La Roche,Hospital Son Llatzer,Palma
1017,APOLO,Grupo Español De Cáncer De Pulmón,Hospital Clinico Universitario,Valladolid
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital Universitario 12 de Octubre,Madrid
875,MERMAID-2,Astrazeneca,Hospital Son Llatzer,Palma
628,NP41300,Hoffmann-La Roche,Clinica Universidad de Navarra,Madrid
168,IMbrella A,Hoffmann-La Roche,Hospital Lluis Alcanyis de Xativa,Xàtiva
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital Universitario Puerta del Mar,Cádiz
520,CHESS,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
286,GECP17/04_THOMAS,Grupo Español De Cáncer De Pulmón,Hospital Universitario de Jaen,Jaén
0,IMbrella A,Hoffmann-La Roche,Hospital del Mar,Barcelona
583,20201,Bayer,Hospital Universitario 12 de Octubre,Madrid
916,Neo-DIANA,Grupo Español De Cáncer De Pulmón,Complejo Hospitalario de Navarra,Pamplona
0,MARIPOSA,Janssen,Hospital Universitario La Paz,Madrid
172,XL184-021,Exelixis,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
292,EATON,University Of Cologne,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
0,MAGELLAN,Astrazeneca,Hospital del Mar,Barcelona
499,GCT1046-01,Genmab,Hospital Universitari Vall D'Hebron,Barcelona
811,D9950C00001,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
820,CARMEN-LC05,Sanofi,Complexo Hospitalario Universitario A Coruña,A Coruña
754,CC-90011-ST-002,Celgene,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
1019,ACROPOLI,Solti Breast Cancer Research Group,Fundacion Instituto Valenciano de Oncologia,València
511,INSIGHT 2,"Emd Serono Research & Development Institute, Inc.",Instituto Oncológico Rosell,Barcelona
0,AcceleRET-Lung,Hoffmann-La Roche,Instituto Oncológico Rosell,Barcelona
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario Regional de Malaga,Málaga
1882,TED13751,Sanofi,Clinica Universidad de Navarra,Madrid
345,TACTI-002,Immutep S.A.S.,Complexo Hospitalario Universitario de Lugo,Lugo
628,NP41300,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
0,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
1114,NOUS-PEV-01,Nouscom Srl,Hospital Clinico Universitario de Valencia,València
166,PROPEL,Nektar Therapeutics,Hospital Universitario Y Politecnico La Fe,València
0,DUART,Astrazeneca,Complejo Hospitalario de Navarra,Pamplona
765,CARMEN-LC04,Sanofi,Hospital Clinico Universitario Lozano Blesa,Zaragoza
916,Neo-DIANA,Grupo Español De Cáncer De Pulmón,Hospital Clinico Universitario,Valladolid
1116,COMPEL,Astrazeneca,Hospital Universitario Virgen del Rocio,Sevilla
511,INSIGHT 2,"Emd Serono Research & Development Institute, Inc.",Hospital Universitario Y Politecnico La Fe,València
1019,ACROPOLI,Solti Breast Cancer Research Group,Hospital Clinico Universitario de Valencia,València
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario 12 de Octubre,Madrid
1865,ACT16849,Sanofi,Hospital de Sabadell - Parc Taulí,Sabadell
0,HUDSON,Astrazeneca,Hospital Universitario Virgen Macarena,Sevilla
754,CC-90011-ST-002,Celgene,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
1009,COSTAR Lung,Glaxosmithkline,Hospital Universitario Ramon Y Cajal,Madrid
1110,MO41552,Hoffmann-La Roche,Hospital del Mar,Barcelona
92,GO30103,,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital de Terrassa,Terrassa
0,DUART,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
0,SKYSCRAPER-03,Hoffmann-La Roche,Hospital General Universitario Gregorio Marañon,Madrid
485,M19-037,Abbvie,Hospital Universitario Regional de Malaga,Málaga
915,NADIM-ADJUVANT,Grupo Español De Cáncer De Pulmón,Hospital Universitario La Paz,Madrid
865,TROPION-Lung05,Astrazeneca,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
865,TROPION-Lung05,Astrazeneca,Hospital General Universitario de Alicante,Alicante
282,innovaTV 207,Seagen Inc.,Complejo Hospitalario de Navarra,Pamplona
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital de La Santa Creu i Sant Pau,Barcelona
0,TROPION-Lung05,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
1014,MK-7684A-002,Merck Sharp & Dohme Corp.,Hospital de La Santa Creu i Sant Pau,Barcelona
0,D9950C00001,Astrazeneca,Clinica Universidad de Navarra,Madrid
0,LAURA,Astrazeneca,Hospital del Mar,Barcelona
875,MERMAID-2,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
1019,ACROPOLI,Solti Breast Cancer Research Group,Hospital de Leon - Complejo Asistencial Universitario de Leon,León
0,CR108656,Janssen,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
1010,RELATIVITY,Bristol-Myers Squibb,Hospital Universitario Y Politecnico La Fe,València
0,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
111,MCLA-128-CL01,Merus N.V.,Hospital Clinico Universitario de Valencia,València
92,GO30103,,Hospital del Mar,Barcelona
639,CARMEN-LC03,Sanofi,Clinica Universidad de Navarra,Madrid
915,NADIM-ADJUVANT,Grupo Español De Cáncer De Pulmón,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
0,SCope-D1,Astrazeneca,Hospital Universitario Virgen Macarena,Sevilla
1016,KEYMAKER-U01,Merck Sharp & Dohme Corp.,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
263,Canopy-A,Novartis Pharmaceuticals,Hospital Universitario Marques de Valdecilla,Santander
545,CTNO155B12101,Novartis Pharmaceuticals,Hospital Universitari Vall D'Hebron,Barcelona
168,IMbrella A,Hoffmann-La Roche,Hospital Clinic de Barcelona,Barcelona
886,ALKALINE,Eortc,Clinica Universidad de Navarra,Madrid
0,ALINA,Hoffmann-La Roche,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
0,TROPION-Lung02,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
0,NP40435,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
0,STARTRK-2,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
172,XL184-021,Exelixis,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
1014,MK-7684A-002,Merck Sharp & Dohme Corp.,Hospital Universitario Virgen del Rocio,Sevilla
916,Neo-DIANA,Grupo Español De Cáncer De Pulmón,Complexo Hospitalario Universitario de Vigo,Vigo
1019,ACROPOLI,Solti Breast Cancer Research Group,Fundacion Instituto Valenciano de Oncologia,València
786,GO42144,"Genentech, Inc.",Hospital Universitario Virgen del Rocio,Sevilla
698,ABC-lung,European Thoracic Oncology Platform,Consorcio Hospital General Universitario de Valencia,València
172,XL184-021,Exelixis,Hospital de Sabadell - Parc Taulí,Sabadell
1536,BIMES,Grupo Español De Cáncer De Pulmón,Hospital Clinico Universitario,Valladolid
0,IMbrella A,Hoffmann-La Roche,Hospital 9 de Octubre,València
1799,IGNYTE,Replimune Inc.,Consorcio Hospital General Universitario de Valencia,València
63,MK-3475-158/KEYNOTE-158,Merck Sharp & Dohme Corp.,Hospital Universitario Ramon Y Cajal,Madrid
0,SAVANNAH,Astrazeneca,Hospital Universitario La Paz,Madrid
0,IMbrella A,Hoffmann-La Roche,Hospital Universitario de Torrejon,Torrejón de Ardoz
0,Morpheus Lung,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
497,PHAROS,Pfizer,Hospital Clinic de Barcelona,Barcelona
0,TROPION-Lung05,Astrazeneca,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
865,TROPION-Lung05,Astrazeneca,Hospital General Universitario de Alicante,Alicante
502,KEYNOTE-867,Merck Sharp & Dohme Corp.,Hospital Universitari Vall D'Hebron,Barcelona
0,PACIFIC-4,Astrazeneca,Hospital de La Santa Creu i Sant Pau,Barcelona
665,M19-611,Abbvie,Hospital Universitari Vall D'Hebron,Barcelona
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital Universitari Son Espases,Palma
0,CONTACT-01,Hoffmann-La Roche,Hospital Universitario Virgen de Valme,Sevilla
1877,DF6002-001,Dragonfly Therapeutics,Clinica Universidad de Navarra,Madrid
842,TAPISTRY,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
1019,ACROPOLI,Solti Breast Cancer Research Group,Hospital Universitario 12 de Octubre,Madrid
565,SGN228-001,Seagen Inc.,Hospital Universitari Vall D'Hebron,Barcelona
0,STARTRK-2,Hoffmann-La Roche,Hospital Universitario 12 de Octubre,Madrid
292,EATON,University Of Cologne,Instituto Oncológico Rosell,Barcelona
0,NP41300,Hoffmann-La Roche,Clinica Universidad de Navarra,Madrid
928,U31402-A-U201,"Daiichi Sankyo, Inc.",,
1010,RELATIVITY,Bristol-Myers Squibb,Hospital de La Santa Creu i Sant Pau,Barcelona
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Consorcio Hospital General Universitario de Valencia,València
0,NP40435,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
0,NP40435,Hoffmann-La Roche,Hospital Clinico Universitario de Valencia,València
172,XL184-021,Exelixis,Hospital del Mar,Barcelona
671,LIBRETTO-431,"Loxo Oncology, Inc.",Hospital Universitario de Jaen,Jaén
816,SKYSCRAPER-03,Hoffmann-La Roche,Hospital Universitario Regional de Malaga,Málaga
157,1280.18,Boehringer Ingelheim,Hospital Universitari Vall D'Hebron,Barcelona
172,XL184-021,Exelixis,Hospital de La Santa Creu i Sant Pau,Barcelona
915,NADIM-ADJUVANT,Grupo Español De Cáncer De Pulmón,Hospital Universitario Cruces,Barakaldo
1865,ACT16849,Sanofi,Hospital de Sabadell - Parc Taulí,Sabadell
1017,APOLO,Grupo Español De Cáncer De Pulmón,Hospital Universitario Severo Ochoa,Leganés
300,Replay,Grupo Español De Cáncer De Pulmón,Clinica Universidad de Navarra,Madrid
210,GO39733,"Genentech, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
0,TAPISTRY,Hoffmann-La Roche,Clinica Universidad de Navarra,Madrid
0,SKYSCRAPER-06,Hoffmann-La Roche,Hospital Son Llatzer,Palma
166,PROPEL,Nektar Therapeutics,Hospital Universitario Fundacion Jimenez Diaz,Madrid
588,CR108656,Janssen,Instituto Oncológico Rosell,Barcelona
639,CARMEN-LC03,Sanofi,Hospital Universitario 12 de Octubre,Madrid
1361,XMT-1536-1,Mersana Therapeutics,Clinica Universidad de Navarra,Madrid
620,TAK-788-3001,"Millennium Pharmaceuticals, Inc.",Hospital Universitario Fundacion Jimenez Diaz,Madrid
76,GARNET,"Tesaro, Inc.",Hospital Clinico Universitario de Valencia,València
934,TROPION-LUNG01,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
1025,HUDSON,Astrazeneca,Hospital Universitario Virgen Macarena,Sevilla
0,STARTRK-2,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
1017,APOLO,Grupo Español De Cáncer De Pulmón,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
